ФИО,марка,год выпуска,номер,цвет
Любимова Христина Тимофеевна,Tesla,2002,О067КС,оранжевый
Слепынин Аристарх Иваныч,Nissan,2017,А960СА,фиолетовый
Челпанова Стефания Васильевна,Volkswagen,2019,Т716УК,фиолетовый
Графова Алеся Аркадьевна,Audi,1996,С723ОХ,черный
Скороходова Аза Филипповна,Lexus,1999,В589СС,серый
Ягнышев Рюрик Витальевич,Toyota,2001,Е801НО,синий
Будников Вадим Тимофеевич,Hyundai,1990,К790СВ,синий
Шибалкина Рената Анатольевна,Skoda,2012,Е927АН,черный
Ярощука Нина Матвеевна,Subaru,2001,Х817УТ,серый
Желваков Фома Ибрагимович,Ford,2017,У248КВ,красный
Пахомова Анжелика Викторовна,Nissan,1991,К804РС,розовый
Чикунова Инна Геннадиевна,Dodge,1994,У773ХС,серый
Слепынин Никифор Михалыч,Lexus,2021,У013КТ,зеленый
Аристов Георгий Израилевич,Mitsubishi,1999,Т387АС,черный
Щербина Данил Ермолаевич,Volkswagen,2011,Х382КС,фиолетовый
Югова София Павловна,Ford,1998,К154УМ,синий
Русаков Леон Германович,Honda,2015,Е552ЕВ,фиолетовый
Сигачёв Кирилл Демьянович,Dodge,2005,Е753ХА,фиолетовый
Мухов Руслан Магометович,Renault,1992,Е024КН,белый
Левтев Герман Харлампович,Hyundai,2012,Р982СТ,розовый
Ермолова Жанна Филипповна,Mazda,2022,Т706ТУ,серый
Сафонова Регина Владимировна,Lexus,2000,М908РТ,розовый
Пьянкова Мариам Иосифовна,Subaru,1993,Р660НУ,серый
Игошина Кира Владимировна,Subaru,2011,М747ХС,черный
Набиуллин Михаил Тихонович,Lada,1999,Н808СН,белый
Достовалов Феликс Артёмович,Honda,2008,О935УМ,фиолетовый
Эпингера Ираида Александровна,Toyota,2022,О933ТК,серый
Ёжина Фаина Станиславовна,Skoda,2014,О457ТА,красный
Гавшина Мелания Даниловна,Mazda,1992,Т172ЕК,черный
Озерова Афина Андреевна,Mazda,2008,Е047ОВ,белый
Якунова Адель Денисовна,Subaru,2013,М793СК,синий
Петрищева Ника Игоревна,Hyundai,2016,Р419КН,синий
Мажулин Данила Осипович,Lada,2013,Х824СА,красный
Карамзина Елена Вячеславовна,Honda,2017,А463ХВ,желтый
Ельцова Василиса Васильевна,Subaru,2009,К828КА,синий
Пустоходова Таисия Павловна,Tesla,2021,С475УА,розовый
Ядрышников Фадей Авдеевич,Dodge,2016,О484ЕС,голубой
Лашкина Глафира Богдановна,Dodge,2005,В425МТ,желтый
Добронравова Мелисса Евгеньевна,Kia,2017,С260МЕ,синий
Сигачёв Альберт Адрианович,Kia,2016,О096ВН,голубой
Шаврина Виталина Александровна,Lada,2006,Т189ТР,желтый
Берестова Кристина Павловна,Volkswagen,2000,С746РЕ,желтый
Яимова Лада Юрьевна,Toyota,1990,О825РС,серый
Чечин Эмиль Фомич,Lada,2009,В284АС,черный
Щербина Наум Ефремович,Toyota,2004,М577ВМ,синий
Субботина Клара Богдановна,Dodge,2017,У141МЕ,серый
Грибоедова Марина Романовна,Renault,2007,Т358КТ,голубой
Александрович Феликс Евстигнеевич,BMV,2019,А326НХ,красный
Рязанцев Михаил Акимович,Tesla,1999,С286ТА,фиолетовый
Гуковский Максимильян Иванович,Volkswagen,1994,У186АР,оранжевый
Дыховичный Кирилл Львович,Skoda,1990,У978АР,синий
Язина Алла Ефимовна,Mitsubishi,2006,В903АЕ,фиолетовый
Дмитровский Феофан Израилевич,Nissan,2021,С044ОА,серый
Козлитина Станислава Яковлевна,Subaru,2020,К983ОК,оранжевый
Чалый Артемий Макарович,Mazda,1991,Х715МТ,красный
Расторгуева Алсу Викторовна,Mitsubishi,2001,В469СО,белый
Райков Агап Тимурович,Ford,1999,К803ХО,желтый
Экономов Демид Игоревич,Jeep,1993,А529АВ,желтый
Куимов Макар Харламович,Mitsubishi,1999,А151ХУ,розовый
Будаев Рюрик Константинович,Mazda,2001,М023ВО,оранжевый
Исмайлова Нелли Константиновна,Lexus,2004,О948РЕ,фиолетовый
Васнецова Мария Степановна,Toyota,2014,В920ХР,красный
Шарапов Юлий Феофанович,Mazda,2007,К320НМ,красный
Калинина Виолетта Вячеславовна,Hyundai,2007,М641ОЕ,фиолетовый
Бершова Арина Евгеньевна,Mercedes,2003,М564СС,зеленый
Акимова Василина Ефимовна,Volkswagen,1999,А467НУ,синий
Чижова Марьям Максимовна,BMV,2016,О088ММ,оранжевый
Державина Пелагея Павловна,Dodge,1990,М158ТА,белый
Наполов Лев Макарович,Subaru,2006,О950ЕМ,голубой
Радченко Инесса Максимовна,Dodge,1996,К649ВК,красный
Апакидзе Евстигней Исидорович,Toyota,2004,К691ХО,желтый
Чюличков Родион Маркович,Kia,1995,М967СА,зеленый
Кораблёв Осип Феофанович,BMV,1995,М923ТН,розовый
Клокова Сабина Владиславовна,Mercedes,2015,Р583ЕО,белый
Кобелева Мариам Андреевна,Subaru,2010,К490КР,фиолетовый
Мяукин Яромир Леонович,Subaru,1994,Р735НЕ,розовый
Яромеев Иван Никодимович,Ford,2018,Х826КЕ,красный
Ярославцев Кузьма Вольфович,Subaru,1992,У598КВ,желтый
Шибалкина Олеся Артемовна,Lada,2012,С334ОТ,красный
Гусельников Артём Демьянович,Volkswagen,1995,В071ЕР,желтый
Пичугина Алина Вячеславовна,Honda,1992,Р947ТХ,черный
Телицын Юлий Михайлович,Jeep,2006,С315ТМ,розовый
Никитин Евграф Рудольфович,Lada,2006,Е999НА,фиолетовый
Ивкин Феликс Филатович,Mazda,1996,Е364РВ,черный
Ядрищенский Тимофей Анисимович,Renault,1990,Е027СТ,розовый
Колосова Амира Григорьевна,Tesla,2008,Н233НА,зеленый
Пондяков Игорь Харлампьевич,Nissan,2015,М490МС,белый
Сенькина Ангелина Иосифовна,Toyota,1990,А400ТЕ,синий
Москвитин Мстислав Васильевич,Tesla,1998,А702АА,черный
Уржумцева Милена Денисовна,BMV,2016,А575ЕО,желтый
Чернаков Чеслав Витальевич,Ford,1995,Х693ОО,белый
Любимова Фаина Иосифовна,Ford,1996,Х730КЕ,фиолетовый
Белова Валентина Григорьевна,Hyundai,2011,Х756ХА,красный
Потапова Ольга Андреевна,Hyundai,2005,М993ОС,зеленый
Хромченко Малика Иосифовна,Volkswagen,1993,М540ЕМ,желтый
Ивашечкина Инесса Федоровна,Jeep,2018,Н536ВР,оранжевый
Чалый Борис Дорофеевич,Kia,2016,Н184КУ,желтый
Токмаков Кирилл Евграфович,Mazda,2009,О045СК,розовый
Коротков Дамир Теймуразович,Tesla,2011,У800ВЕ,зеленый
Никитина Агата Игоревна,Tesla,1995,Р906КЕ,красный
Чюличков Тимур Гаврилович,Audi,1999,В824ХУ,розовый
Энтина Ариадна Феликсовна,Lexus,1997,О256ВК,голубой
Дябина Рада Георгиевна,Mazda,2000,М344ЕВ,черный
Мешкова Майя Евгеньевна,Dodge,2022,В943КУ,серый
Григорьев Клим Жанович,Tesla,2003,Р760АК,фиолетовый
Цулукидзе Кира Павловна,BMV,1997,А875ЕЕ,оранжевый
Приходько Алла Робертовна,Lada,2017,Е623ВС,серый
Прохорова Айлин Богдановна,Skoda,2018,С246АЕ,синий
Колобова Медина Максимовна,Tesla,2022,У790КЕ,голубой
